date,mean_TA,min_TA,max_TA,rain,rain_cum_yr,rain_cum_wyr,wtr_yr_day,wtr_yr,year,month,day,DOY,mean,max,min,std,sem,ci95_hi,ci95_lo
2019-11-27,1.8,-0.6,6.0,4.07,2087.38,512.86,58,2020,2019,11,27,331,3.1380952380952385,10.3,-5.2,3.525829858412937,0.7693991530339389,4.646117578041759,1.6300728981487183
2019-11-28,-0.2,-3.4,5.4,0.0,2087.38,512.86,59,2020,2019,11,28,332,2.3285714285714283,9.8,-8.6,3.740339938714509,0.8162090901917012,3.9283412453471627,0.7288016117956939
2019-11-29,-2.0,-4.2,4.0,0.0,2087.38,512.86,60,2020,2019,11,29,333,1.9904761904761903,9.0,-5.4,3.7563153171565298,0.8196952035710405,3.5970787894754297,0.3838735914769509
2019-11-30,-1.7,-4.5,2.6,0.0,2087.38,512.86,61,2020,2019,11,30,334,2.3190476190476192,8.4,-4.3,3.5112133298361474,0.7662095650053378,3.8208183664580813,0.8172768716371572
2020-10-24,1.8,-1.7,8.5,20.83,2373.0,205.01,24,2021,2020,10,24,298,7.076190476190476,11.4,1.8,2.715677587988817,0.5926094338120883,8.237704966462168,5.914675985918783
2020-10-25,0.2,-3.2,5.8,0.0,2373.0,205.01,25,2021,2020,10,25,299,6.685714285714286,11.1,0.2,2.8525928055517693,0.6224867837298775,7.905788381824846,5.465640189603726
2020-10-26,2.7,-0.5,8.2,0.0,2373.0,205.01,26,2021,2020,10,26,300,6.795238095238095,10.5,1.6,2.6312499293066387,0.5741858082568988,7.9206422794216165,5.669833911054574
2020-11-07,2.9,-0.1,8.7,0.0,2539.88,371.89,38,2021,2020,11,7,312,5.752380952380952,10.5,0.2,2.592222800536066,0.5656693905546161,6.861092957867999,4.643668946893905
2020-11-08,1.4,-1.8,8.5,0.0,2539.88,371.89,39,2021,2020,11,8,313,6.0476190476190474,12.6,-0.6,3.2096135355551834,0.7003950942017365,7.420393432254451,4.674844662983644
2020-11-09,0.7,-2.0,3.2,0.0,2539.88,371.89,40,2021,2020,11,9,314,5.466666666666667,12.0,0.7,2.842592713234404,0.620304584682217,6.682463652643812,4.250869680689521
2020-11-10,1.0,-0.7,4.5,0.51,2540.39,372.4,41,2021,2020,11,10,315,4.895238095238095,10.7,0.7,2.5070851980888467,0.5470908425688332,5.967536146673008,3.8229400438031815
2020-11-11,0.4,-1.8,2.7,10.16,2550.55,382.56,42,2021,2020,11,11,316,4.6761904761904765,11.3,0.0,3.050885897883558,0.6657578839868913,5.981075928804783,3.3713050235761695
2021-11-16,3.1,-0.8,10.2,90.93,2627.67,1082.28,47,2022,2021,11,16,320,4.538095238095238,8.3,0.5,2.409248054990642,0.5257410276152261,5.568547652221081,3.5076428239693946
2021-11-17,1.4,-1.5,7.2,0.0,2627.67,1082.28,48,2022,2021,11,17,321,4.5476190476190474,9.8,1.4,2.101337442587232,0.4585494233952816,5.4463759174738,3.6488621777642956
2022-11-02,2.8,-0.2,9.4,3.3,2042.99,314.44,33,2023,2022,11,2,306,6.395238095238096,11.7,2.2,2.8464848832333876,0.621153925807835,7.612699789821452,5.177776400654739
2022-11-03,1.1,-0.3,3.3,0.25,2043.24,314.69,34,2023,2022,11,3,307,6.39047619047619,10.3,0.0,3.454837877803351,0.7539074328016405,7.868134758767406,4.912817622184974
2022-11-05,4.2,0.0,7.4,46.75,2115.64,387.09,36,2023,2022,11,5,309,6.3619047619047615,12.4,-0.6,3.509911137119598,0.7659254032580517,7.863118552290543,4.86069097151898
2022-11-06,1.2,0.0,2.9,0.0,2115.64,387.09,37,2023,2022,11,6,310,5.885714285714285,12.4,-0.7,3.4534454844815077,0.7536035876685692,7.362777317544681,4.40865125388389
2022-11-07,0.8,-0.6,2.8,18.3,2133.94,405.39,38,2023,2022,11,7,311,5.942857142857143,9.4,0.8,2.568379144240863,0.5604662781823647,7.041371048094578,4.844343237619708
2022-11-08,0.2,-1.9,5.8,2.3,2136.24,407.69,39,2023,2022,11,8,312,5.752380952380952,10.5,0.2,2.592222800536066,0.5656693905546161,6.861092957867999,4.643668946893905
2022-11-09,-0.6,-3.1,5.5,3.3,2139.54,410.99,40,2023,2022,11,9,313,6.0476190476190474,12.6,-0.6,3.2096135355551834,0.7003950942017365,7.420393432254451,4.674844662983644
2022-11-10,0.8,-1.8,3.3,0.0,2139.54,410.99,41,2023,2022,11,10,314,5.466666666666667,12.0,0.7,2.842592713234404,0.620304584682217,6.682463652643812,4.250869680689521
2022-11-12,2.0,-0.9,8.0,0.5,2140.04,411.49,43,2023,2022,11,12,316,4.6761904761904765,11.3,0.0,3.050885897883558,0.6657578839868913,5.981075928804783,3.3713050235761695
2022-11-13,2.6,0.0,9.6,0.0,2140.04,411.49,44,2023,2022,11,13,317,4.795238095238095,9.9,-0.6,2.7109917355971764,0.5915868969892272,5.95474841333698,3.63572777713921
2022-11-16,2.9,-0.4,8.7,0.0,2140.04,411.49,47,2023,2022,11,16,320,4.538095238095238,8.3,0.5,2.409248054990642,0.5257410276152261,5.568547652221081,3.5076428239693946
2022-11-17,4.3,0.0,11.7,0.0,2140.04,411.49,48,2023,2022,11,17,321,4.5476190476190474,9.8,1.4,2.101337442587232,0.4585494233952816,5.4463759174738,3.6488621777642956
2022-11-18,0.9,-1.9,8.4,0.0,2140.04,411.49,49,2023,2022,11,18,322,4.333333333333333,9.2,0.7,2.419986225856117,0.5280842886064836,5.368378539002041,3.298288127664625
2022-11-19,1.1,-1.5,8.0,0.0,2140.04,411.49,50,2023,2022,11,19,323,3.9000000000000004,7.7,-0.9,2.485960578931211,0.5424810727442151,4.963262902578662,2.836737097421339
2022-11-20,2.7,-0.2,6.4,0.0,2140.04,411.49,51,2023,2022,11,20,324,3.2666666666666666,6.7,-1.8,2.7275141307302757,0.5951923791968176,4.433243729892429,2.100089603440904
2022-11-26,3.0,0.0,5.9,20.6,2190.34,461.79,57,2023,2022,11,26,330,3.619047619047619,8.4,-0.7,2.5566812565548815,0.5579135898113122,4.712558255077791,2.5255369830174472
2022-11-27,1.9,-0.5,6.0,53.4,2243.74,515.19,58,2023,2022,11,27,331,3.1380952380952385,10.3,-5.2,3.525829858412937,0.7693991530339389,4.646117578041759,1.6300728981487183
2022-11-28,-1.5,-4.7,3.7,1.0,2244.74,516.19,59,2023,2022,11,28,332,2.3285714285714283,9.8,-8.6,3.740339938714509,0.8162090901917012,3.9283412453471627,0.7288016117956939
2022-11-29,-2.3,-4.9,0.7,8.5,2253.24,524.69,60,2023,2022,11,29,333,1.9904761904761903,9.0,-5.4,3.7563153171565298,0.8196952035710405,3.5970787894754297,0.3838735914769509
2022-11-30,-0.1,-4.0,2.2,8.5,2261.74,533.19,61,2023,2022,11,30,334,2.3190476190476192,8.4,-4.3,3.5112133298361474,0.7662095650053378,3.8208183664580813,0.8172768716371572
2023-10-25,4.4,-0.2,11.2,31.75,1619.19,287.53,25,2024,2023,10,25,298,7.076190476190476,11.4,1.8,2.715677587988817,0.5926094338120883,8.237704966462168,5.914675985918783
2023-10-26,2.2,-0.9,9.4,10.92,1630.11,298.45,26,2024,2023,10,26,299,6.685714285714286,11.1,0.2,2.8525928055517693,0.6224867837298775,7.905788381824846,5.465640189603726
2023-10-27,1.6,-1.5,9.0,0.0,1630.11,298.45,27,2024,2023,10,27,300,6.795238095238095,10.5,1.6,2.6312499293066387,0.5741858082568988,7.9206422794216165,5.669833911054574
2023-10-28,1.6,-1.8,9.4,0.0,1630.11,298.45,28,2024,2023,10,28,301,7.3047619047619055,12.1,1.6,2.6196328350507807,0.5716507504577129,8.425197375659023,6.184326433864788
2023-10-29,2.8,-1.2,11.8,0.0,1630.11,298.45,29,2024,2023,10,29,302,6.976190476190476,11.2,2.1,2.555954765230551,0.5577550564072421,8.06939038674867,5.882990565632282
2023-11-14,2.6,-0.1,9.3,0.0,1936.18,604.52,45,2024,2023,11,14,318,4.776190476190476,7.9,-0.7,2.5145386777508043,0.5487173251755825,5.851676433534617,3.700704518846335
2023-11-15,2.6,-0.3,7.0,0.0,1936.18,604.52,46,2024,2023,11,15,319,5.057142857142857,8.5,-0.7,2.737804125311274,0.5974378401048227,6.22812102374831,3.8861646905374045
2023-11-16,1.5,-0.9,7.6,0.0,1936.18,604.52,47,2024,2023,11,16,320,4.538095238095238,8.3,0.5,2.409248054990642,0.5257410276152261,5.568547652221081,3.5076428239693946
2023-11-17,3.1,0.0,10.4,0.0,1936.18,604.52,48,2024,2023,11,17,321,4.5476190476190474,9.8,1.4,2.101337442587232,0.4585494233952816,5.4463759174738,3.6488621777642956
2023-11-23,1.8,-0.8,8.4,0.0,1976.57,644.91,54,2024,2023,11,23,327,3.223809523809524,8.5,-8.4,3.170316192732952,0.6918197109591886,4.579776157289533,1.8678428903295143
2023-11-24,1.4,-1.1,9.0,0.0,1976.57,644.91,55,2024,2023,11,24,328,3.1809523809523808,6.5,-6.5,2.8421152417907067,0.6202003918711254,4.396545149019786,1.965359612884975
2023-11-25,2.3,-0.3,8.6,0.0,1976.57,644.91,56,2024,2023,11,25,329,3.5666666666666664,8.2,-2.4,2.7610384519838425,0.6025079858523644,4.747582318937301,2.385751014396032
2023-11-28,1.1,-0.8,5.4,0.0,1976.57,644.91,59,2024,2023,11,28,332,2.3285714285714283,9.8,-8.6,3.740339938714509,0.8162090901917012,3.9283412453471627,0.7288016117956939
2023-11-29,0.0,-1.8,5.1,0.0,1976.57,644.91,60,2024,2023,11,29,333,1.9904761904761903,9.0,-5.4,3.7563153171565298,0.8196952035710405,3.5970787894754297,0.3838735914769509
2023-11-30,0.6,-1.9,3.3,10.6,1986.57,654.91,61,2024,2023,11,30,334,2.3190476190476192,8.4,-4.3,3.5112133298361474,0.7662095650053378,3.8208183664580813,0.8172768716371572
